#### Simulations (1)
# opchk_1.stopDistance #1
0.0 5.32
0.0 5.32
321.0099999998568 5.32
# opchk_1.restartDistance #1
0.0 2.41
0.0 2.41
321.0099999998568 2.41
# opchk_1.stopFatigue #1
0.0 0.7
0.0 0.7
321.0099999998568 0.7
# opchk_1.resumeFatigue #1
0.0 0.38
0.0 0.38
321.0099999998568 0.38
# TAU #1
0.0 321.0
0.0 321.0
321.0099999998568 321.0
# h_1.v #1
0.0 0.0
0.0 0.0
0.07 91.0
0.07 91.0
3.952914421461454 91.0
3.952914421461454 91.0
4.029999999999957 55.0
4.029999999999957 55.0
12.95291442146126 55.0
12.95291442146126 55.0
13.02999999999976 91.0
13.02999999999976 91.0
321.0099999998568 91.0
# h_2.v #1
0.0 0.0
0.0 0.0
0.07 80.0
0.07 80.0
156.5037942822108 80.0
156.5037942822108 80.0
156.5737942822107 48.0
156.5737942822107 48.0
163.5037942822046 48.0
163.5037942822046 48.0
163.5760748743186 80.0
163.5760748743186 80.0
321.0099999998568 80.0
# h_1.p_fw #1
0.0 2.0
0.0 2.0
321.0099999998568 2.0
# h_1.p_f #1
0.0 4.0
0.0 4.0
321.0099999998568 4.0
# h_2.p_fw #1
0.0 7.0
0.0 7.0
321.0099999998568 7.0
# h_2.p_f #1
0.0 2.0
0.0 2.0
321.0099999998568 2.0
# humanPositionX[0] #1
0.0 0.0
0.0 0.0
0.07 2500.0
0.07 2500.0
4.466683471997578 2500.0
4.466683471997578 2500.0
4.535168208293032 2433.800854827344
4.535168208293032 2433.800854827344
5.453088344779528 2433.800854827344
5.453088344779528 2433.800854827344
5.526173630513521 2393.790382470245
5.526173630513521 2393.790382470245
6.453796905627795 2393.790382470245
6.453796905627795 2393.790382470245
6.524467631067564 2353.779910113145
6.524467631067564 2353.779910113145
7.473483221737899 2353.779910113145
7.473483221737899 2353.779910113145
7.547199355410171 2313.769437756046
7.547199355410171 2313.769437756046
8.449351288478335 2313.769437756046
8.449351288478335 2313.769437756046
8.518521127505425 2273.758965398947
8.518521127505425 2273.758965398947
9.45398487137677 2273.758965398947
9.45398487137677 2273.758965398947
9.5314571764784 2219.365957089273
9.5314571764784 2219.365957089273
10.44072807722746 2219.365957089273
10.44072807722746 2219.365957089273
10.51196882008826 2164.972948779599
10.51196882008826 2164.972948779599
11.46446348671121 2164.972948779599
11.46446348671121 2164.972948779599
11.54225215923279 2110.579940469925
11.54225215923279 2110.579940469925
12.44249633774506 2110.579940469925
12.44249633774506 2110.579940469925
12.51668289046044 2056.186932160251
12.51668289046044 2056.186932160251
13.44364528136772 2056.186932160251
13.44364528136772 2056.186932160251
13.51382745929028 2001.793923850577
13.51382745929028 2001.793923850577
14.44961706762685 2001.793923850577
14.44961706762685 2001.793923850577
14.52447257120109 1911.798219192753
14.52447257120109 1911.798219192753
15.43764754970556 1911.798219192753
15.43764754970556 1911.798219192753
15.51440926602365 1821.802514534929
15.51440926602365 1821.802514534929
16.46853841692986 1821.802514534929
16.46853841692986 1821.802514534929
16.54240258116529 1731.806809877104
16.54240258116529 1731.806809877104
17.46183003713102 1731.806809877104
17.46183003713102 1731.806809877104
17.53506327614245 1641.81110521928
17.53506327614245 1641.81110521928
18.46420031853699 1641.81110521928
18.46420031853699 1641.81110521928
18.5348752062954 1551.815400561456
18.5348752062954 1551.815400561456
19.44753689409449 1551.815400561456
19.44753689409449 1551.815400561456
19.52454482495095 1461.819695903632
19.52454482495095 1461.819695903632
20.44616846677728 1461.819695903632
20.44616846677728 1461.819695903632
20.51614031275339 1370.869173504084
20.51614031275339 1370.869173504084
21.44573794930449 1370.869173504084
21.44573794930449 1370.869173504084
21.51898437134806 1279.918651104537
21.51898437134806 1279.918651104537
22.44633315989279 1279.918651104537
22.44633315989279 1279.918651104537
22.51786884879706 1188.96812870499
22.51786884879706 1188.96812870499
23.45570372153477 1188.96812870499
23.45570372153477 1188.96812870499
23.53102100575963 1098.017606305443
23.53102100575963 1098.017606305443
24.44697349300833 1098.017606305443
24.44697349300833 1098.017606305443
24.51931050071518 1007.067083905895
24.51931050071518 1007.067083905895
25.46378826194634 1007.067083905895
25.46378826194634 1007.067083905895
25.53707675014999 916.1165615063483
25.53707675014999 916.1165615063483
26.46908478542194 916.1165615063483
26.46908478542194 916.1165615063483
26.54727029921116 825.1660391068011
26.54727029921116 825.1660391068011
27.45188033043301 825.1660391068011
27.45188033043301 825.1660391068011
27.52698728479717 734.215516707254
27.52698728479717 734.215516707254
28.44963965141477 734.215516707254
28.44963965141477 734.215516707254
28.52703276041913 643.2649943077068
28.52703276041913 643.2649943077068
29.46140180159982 643.2649943077068
29.46140180159982 643.2649943077068
29.53775695080201 552.3144719081597
29.53775695080201 552.3144719081597
30.45696078033855 552.3144719081597
30.45696078033855 552.3144719081597
30.52805652343131 461.3639495086126
30.52805652343131 461.3639495086126
31.44940241765244 461.3639495086126
31.44940241765244 461.3639495086126
31.51833584922755 377.7380510302902
31.51833584922755 377.7380510302902
229.5033826169953 377.7380510302902
229.5033826169953 377.7380510302902
229.5733826169952 400.0
229.5733826169952 400.0
230.5082273737887 400.0
230.5082273737887 400.0
230.5807085871745 464.6557940949416
230.5807085871745 464.6557940949416
231.4999783910566 464.6557940949416
231.4999783910566 464.6557940949416
231.5742182361937 380.364717683357
231.5742182361937 380.364717683357
270.4986507751401 380.364717683357
270.4986507751401 380.364717683357
270.5756635193603 500.0
270.5756635193603 500.0
278.630679543765 500.0
278.630679543765 500.0
278.7080671748036 468.6712405263631
278.7080671748036 468.6712405263631
279.6477692722668 468.6712405263631
279.6477692722668 468.6712405263631
279.7177692722668 523.6308605514621
279.7177692722668 523.6308605514621
280.6368603946224 523.6308605514621
280.6368603946224 523.6308605514621
280.7139779926432 578.590480576561
280.7139779926432 578.590480576561
281.6472047777468 578.590480576561
281.6472047777468 578.590480576561
281.7172047777467 633.55010060166
281.7172047777467 633.55010060166
282.6466209010961 633.55010060166
282.6466209010961 633.55010060166
282.7161547321008 724.483290097733
282.7161547321008 724.483290097733
283.645915469225 724.483290097733
283.645915469225 724.483290097733
283.721564471996 815.4164795938059
283.721564471996 815.4164795938059
284.6565247075021 815.4164795938059
284.6565247075021 815.4164795938059
284.7265247075021 870.3760996189048
284.7265247075021 870.3760996189048
285.6489826631747 870.3760996189048
285.6489826631747 870.3760996189048
285.7189826631746 925.3357196440038
285.7189826631746 925.3357196440038
286.6469856755429 925.3357196440038
286.6469856755429 925.3357196440038
286.7169856755428 980.2953396691028
286.7169856755428 980.2953396691028
287.6379004687895 980.2953396691028
287.6379004687895 980.2953396691028
287.7139309248291 1035.254959694202
287.7139309248291 1035.254959694202
288.6509412457303 1035.254959694202
288.6509412457303 1035.254959694202
288.7209412457302 1126.188149190275
288.7209412457302 1126.188149190275
289.6483207763802 1126.188149190275
289.6483207763802 1126.188149190275
289.7183207763801 1217.121338686347
289.7183207763801 1217.121338686347
290.6445245449278 1217.121338686347
290.6445245449278 1217.121338686347
290.7184962665344 1308.05452818242
290.7184962665344 1308.05452818242
291.6406785938968 1308.05452818242
291.6406785938968 1308.05452818242
291.7109444980938 1398.987717678493
291.7109444980938 1398.987717678493
292.6536396352354 1398.987717678493
292.6536396352354 1398.987717678493
292.7236396352354 1453.947337703592
292.7236396352354 1453.947337703592
293.6548393654204 1453.947337703592
293.6548393654204 1453.947337703592
293.7312407862306 1508.875365288798
293.7312407862306 1508.875365288798
294.6409879138315 1508.875365288798
294.6409879138315 1508.875365288798
294.7109879138314 1563.803392874004
294.7109879138314 1563.803392874004
295.6383619396624 1563.803392874004
295.6383619396624 1563.803392874004
295.7090581572975 1618.73142045921
295.7090581572975 1618.73142045921
296.6399020921972 1618.73142045921
296.6399020921972 1618.73142045921
296.7151092954359 1673.659448044416
296.7151092954359 1673.659448044416
297.6394480225462 1673.659448044416
297.6394480225462 1673.659448044416
297.7094480225461 1728.587475629621
297.7094480225461 1728.587475629621
298.6435143834759 1728.587475629621
298.6435143834759 1728.587475629621
298.7135143834759 1819.468393997871
298.7135143834759 1819.468393997871
299.639019407955 1819.468393997871
299.639019407955 1819.468393997871
299.7162799372961 1910.349312366121
299.7162799372961 1910.349312366121
300.6504052348113 1910.349312366121
300.6504052348113 1910.349312366121
300.7204052348113 2001.23023073437
300.7204052348113 2001.23023073437
301.6310059902739 2001.23023073437
301.6310059902739 2001.23023073437
301.7036600829049 2056.158258319576
301.7036600829049 2056.158258319576
302.6416335069475 2056.158258319576
302.6416335069475 2056.158258319576
302.7106388194422 2111.086285904782
302.7106388194422 2111.086285904782
303.6544827662547 2111.086285904782
303.6544827662547 2111.086285904782
303.7244827662546 2166.014313489988
303.7244827662546 2166.014313489988
304.6230344475613 2166.014313489988
304.6230344475613 2166.014313489988
304.6942040401565 2220.942341075193
304.6942040401565 2220.942341075193
305.6522325702064 2220.942341075193
305.6522325702064 2220.942341075193
305.7299338943158 2275.870368660399
305.7299338943158 2275.870368660399
306.6487645216732 2275.870368660399
306.6487645216732 2275.870368660399
306.7209251682896 2366.751287028649
306.7209251682896 2366.751287028649
307.6426440582651 2366.751287028649
307.6426440582651 2366.751287028649
307.7201560324541 2457.632205396898
307.7201560324541 2457.632205396898
308.6378056690031 2457.632205396898
308.6378056690031 2457.632205396898
308.715685780732 2548.513123765148
308.715685780732 2548.513123765148
309.6506403169909 2548.513123765148
309.6506403169909 2548.513123765148
309.7206403169909 2639.394042133398
309.7206403169909 2639.394042133398
310.6626452004078 2639.394042133398
310.6626452004078 2639.394042133398
310.7326452004078 2694.322069718603
310.7326452004078 2694.322069718603
311.6487138384309 2694.322069718603
311.6487138384309 2694.322069718603
311.7187138384309 2749.250097303809
311.7187138384309 2749.250097303809
312.6433203931252 2749.250097303809
312.6433203931252 2749.250097303809
312.7133203931251 2804.178124889015
312.7133203931251 2804.178124889015
313.653294192374 2804.178124889015
313.653294192374 2804.178124889015
313.7232941923739 2859.10615247422
313.7232941923739 2859.10615247422
321.0099999998568 2859.10615247422
# humanPositionY[0] #1
0.0 0.0
0.0 0.0
0.07 500.0
0.07 500.0
4.466683471997578 500.0
4.466683471997578 500.0
4.535168208293032 437.560643994275
4.535168208293032 437.560643994275
5.453088344779528 437.560643994275
5.453088344779528 437.560643994275
5.526173630513521 399.8225716831225
5.526173630513521 399.8225716831225
6.453796905627795 399.8225716831225
6.453796905627795 399.8225716831225
6.524467631067564 362.0844993719701
6.524467631067564 362.0844993719701
7.473483221737899 362.0844993719701
7.473483221737899 362.0844993719701
7.547199355410171 324.3464270608176
7.547199355410171 324.3464270608176
8.449351288478335 324.3464270608176
8.449351288478335 324.3464270608176
8.518521127505425 286.6083547496652
8.518521127505425 286.6083547496652
9.45398487137677 286.6083547496652
9.45398487137677 286.6083547496652
9.5314571764784 278.4596955333442
9.5314571764784 278.4596955333442
10.44072807722746 278.4596955333442
10.44072807722746 278.4596955333442
10.51196882008826 270.3110363170233
10.51196882008826 270.3110363170233
11.46446348671121 270.3110363170233
11.46446348671121 270.3110363170233
11.54225215923279 262.1623771007024
11.54225215923279 262.1623771007024
12.44249633774506 262.1623771007024
12.44249633774506 262.1623771007024
12.51668289046044 254.0137178843814
12.51668289046044 254.0137178843814
13.44364528136772 254.0137178843814
13.44364528136772 254.0137178843814
13.51382745929028 245.8650586680605
13.51382745929028 245.8650586680605
14.44961706762685 245.8650586680605
14.44961706762685 245.8650586680605
14.52447257120109 232.3827316010567
14.52447257120109 232.3827316010567
15.43764754970556 232.3827316010567
15.43764754970556 232.3827316010567
15.51440926602365 218.900404534053
15.51440926602365 218.900404534053
16.46853841692986 218.900404534053
16.46853841692986 218.900404534053
16.54240258116529 205.4180774670492
16.54240258116529 205.4180774670492
17.46183003713102 205.4180774670492
17.46183003713102 205.4180774670492
17.53506327614245 191.9357504000455
17.53506327614245 191.9357504000455
18.46420031853699 191.9357504000455
18.46420031853699 191.9357504000455
18.5348752062954 178.4534233330417
18.5348752062954 178.4534233330417
19.44753689409449 178.4534233330417
19.44753689409449 178.4534233330417
19.52454482495095 164.971096266038
19.52454482495095 164.971096266038
20.44616846677728 164.971096266038
20.44616846677728 164.971096266038
20.51614031275339 167.9715087792555
20.51614031275339 167.9715087792555
21.44573794930449 167.9715087792555
21.44573794930449 167.9715087792555
21.51898437134806 170.9719212924731
21.51898437134806 170.9719212924731
22.44633315989279 170.9719212924731
22.44633315989279 170.9719212924731
22.51786884879706 173.9723338056907
22.51786884879706 173.9723338056907
23.45570372153477 173.9723338056907
23.45570372153477 173.9723338056907
23.53102100575963 176.9727463189082
23.53102100575963 176.9727463189082
24.44697349300833 176.9727463189082
24.44697349300833 176.9727463189082
24.51931050071518 179.9731588321258
24.51931050071518 179.9731588321258
25.46378826194634 179.9731588321258
25.46378826194634 179.9731588321258
25.53707675014999 182.9735713453433
25.53707675014999 182.9735713453433
26.46908478542194 182.9735713453433
26.46908478542194 182.9735713453433
26.54727029921116 185.9739838585609
26.54727029921116 185.9739838585609
27.45188033043301 185.9739838585609
27.45188033043301 185.9739838585609
27.52698728479717 188.9743963717784
27.52698728479717 188.9743963717784
28.44963965141477 188.9743963717784
28.44963965141477 188.9743963717784
28.52703276041913 191.974808884996
28.52703276041913 191.974808884996
29.46140180159982 191.974808884996
29.46140180159982 191.974808884996
29.53775695080201 194.9752213982135
29.53775695080201 194.9752213982135
30.45696078033855 194.9752213982135
30.45696078033855 194.9752213982135
30.52805652343131 197.9756339114311
30.52805652343131 197.9756339114311
31.44940241765244 197.9756339114311
31.44940241765244 197.9756339114311
31.51833584922755 162.0909700047798
31.51833584922755 162.0909700047798
229.5033826169953 162.0909700047798
229.5033826169953 162.0909700047798
229.5733826169952 200.0
229.5733826169952 200.0
230.5082273737887 200.0
230.5082273737887 200.0
230.5807085871745 189.0410338367496
230.5807085871745 189.0410338367496
231.4999783910566 189.0410338367496
231.4999783910566 189.0410338367496
231.5742182361937 154.7479669372084
231.5742182361937 154.7479669372084
270.4986507751401 154.7479669372084
270.4986507751401 154.7479669372084
270.5756635193603 200.0
270.5756635193603 200.0
278.630679543765 200.0
278.630679543765 200.0
278.7080671748036 158.6045609537225
278.7080671748036 158.6045609537225
279.6477692722668 158.6045609537225
279.6477692722668 158.6045609537225
279.7177692722668 156.4973906481383
279.7177692722668 156.4973906481383
280.6368603946224 156.4973906481383
280.6368603946224 156.4973906481383
